nama,fakultas,nilai_kal,nilai_fis,nilai_kim
Vincent Moektijaya,FTSL,29.52,34.62,70.43
Raihan sulaiman,FTMD,58.04,59.25,65.24
Maneng Muhammad,SAPPK,47.75,49.21,52.12
Xeliem Kurniawan,SBM,67.45,68.59,60.94
Herawati Ramadhani,SITHR,64.05,63.36,61.14
Najib Gideon,SITHS,62.04,64.38,47.22
Arifin Aditiya,FSRD,85.55,84.92,70.17
Kusumawati Amir,FTMD,58.4,63.06,54.51
Tarmono Hanifa,FTTM,39.08,40.46,59.65
Avenina Soedibyo,SAPPK,46.58,48.61,50.67
Harahap Joanne,STEI,52.05,49.23,53.92
Prada Vindiana,FTSL,32.08,37.62,55.94
Alhusna sucy,FMIPA,51.29,55.95,55.72
Irfani Gaudia,FSRD,82.66,83.32,42.77
Arundaya Irfan,FTMD,58.56,63.16,58.85
Muhammad Irfan,SITHS,62.21,66.6,68.19
 soegianto,FSRD,74.51,76.32,58.38
Januar Septiani,FTTM,38.36,42.82,61.04
amira Putra,FSRD,72.45,74.07,58.22
Cyrilla Alief,FTTM,43.17,44.51,60.37
Maheswara Muhammad,FTMD,56.94,59.91,54.73
Angel Limuel,SITHR,64.34,63.56,56.24
Inayah Arum,FMIPA,49.32,58.01,57.04
Muhammad Naomi,STEI,54.57,56.5,71.03
Huda Mercy,STEI,53.97,56.36,74.45
Nadiyah Edward,SITHS,62.41,62.5,62.39
Yasril najla,FMIPA,49.65,50.46,66.29
Hutagaol Fatah,SITHS,62.52,65.32,49.87
Fyola Elsubeza,FSRD,70.52,73.92,77.24
Bilqisthie Yulius,SITHR,64.46,66.43,69.39
Rayhan Muhammad,FSRD,69.68,72.81,49.81
Fadillah Rifqi,SBM,68.43,68.37,47.14
Alfarizan Zebua,FTSL,30.22,39.36,55.14
Onni Rafiuddin,STEI,54.97,63.26,68.09
Fatahillah Ananda,FTSL,36.7,43.33,49.65
Pitrania Zaidan,SBM,66.92,67.22,67.73
Buwono Ahadiat,FITB,44.89,49.18,50.82
nadira Dinda,FTMD,56.56,58.33,64.44
Jizreel Pamungkas,STEI,53.65,54.79,53.13
Andriansyah Setiawan,FTMD,57.52,58.62,38.7
Ramadhan Iskandar,STEI,54.77,60.79,51.74
Deandra Fitya,STEI,55.57,56.44,66.64
Kusuma Yoshua,FSRD,72.44,69.65,52.38
Restu Laksmita,FTMD,58.45,61.55,55.61
Nabila Drupadi,SAPPK,46.79,45.94,58.55
Sri Fikri,SITHR,63.13,57.82,50.11
Faza Tarida,FTTM,38.92,44.91,45.95
Amar Jonathan,FITB,44.69,48.93,55.59
I.P Vincent,FTSL,36.1,40.92,67.57
Hasan Lydia,FTMD,57.47,57.84,52.42
Raffy Shelyn,FTMD,58.32,59.59,55.17
Fitzgerald Roid,SBM,66.79,69.18,73.5
Nurhafizha Zulfa,FMIPA,49.27,56.36,53.29
Camelia Theo,SAPPK,46.65,49.84,53.3
Armanto Putri,FMIPA,49.38,51.16,59.22
Aluna Arif,FMIPA,50.75,57.64,51.43
Hassan Apriani,STEI,52.23,63.13,63.91
Defani Tiurma,FMIPA,51.61,55.69,58.39
Avitamie Landrea,STEI,52.06,54.72,55.95
Ambarsari Ammarul,SAPPK,48.07,53.36,61.58
Maria Makarim,FSRD,70.91,66.6,44.24
Firdausy Mulya,STEI,54.3,58.36,54.51
Wirabuana Abisesa,FTTM,42.43,44.55,49.1
Usman Radya,FTTM,42.3,45.28,67.16
I pangestu,SBM,69.41,75.1,52.65
Najiyah W,SF,60.26,64.08,62.42
Ambrosius Wisnuwardhana,STEI,54.89,57.57,40.17
Nabil Marsha,SAPPK,47.53,48.17,47.94
Raden Nurrani,FTTM,37.74,40.11,66.45
Wahid Naura,STEI,54.53,64.57,66.6
Hapsari ramdhani,FSRD,74.3,78.29,49.53
Rifqa Nurazizah,STEI,55.93,58.01,56.65
Nabil Prabowo,FITB,43.94,52.27,57.31
Adyan Ahda,SAPPK,46.53,52.26,64.09
William Rifky,FTTM,42.3,49.83,61.73
Imanuel Asrawinta,FSRD,74.97,80.67,56.57
Yunitza Vincent,FTSL,33.96,43.71,52.23
Amin Thaariq,SF,61.33,64.12,66.83
Nismara Fajris,SBM,66.02,72.75,58.77
Zaky Lee,FTSL,29.37,38.8,57.97
Diva Putri,FTTM,42.61,40.78,50.17
Noor Maghfirah,FTMD,58.68,59.53,63.15
Salmaa Damier,STEI,54.69,61.17,66.96
Besar Michael,STEI,53.96,51.9,49.85
Sarah Berlian,STEI,55.71,58.39,46.37
Tandiawan Ghazi,FTMD,58.46,58.96,63.22
Zinedine Lucky,SF,59.96,64.17,66.89
Radya Kezia,FITB,44.07,55.18,51.01
Ramadhoni Yuman,FSRD,89.22,90.43,53.23
Kaynola Fadhil,FMIPA,51.52,58.24,70.71
Ginting Erliza,SBM,65.2,70.5,44.37
Leiden Mutiara,SBM,65.34,57.89,51.35
Nicholas Devardiani,FITB,44.94,52.29,63.91
Patricia Azizah,SAPPK,47.88,52.05,56.06
Maulana M.,STEI,54.01,56.21,53.63
Samaawaati Untoro,FTMD,56.16,58.0,56.81
Gunawan Murtaqib,FSRD,89.85,92.5,57.56
Mosca Mabruroh,STEI,54.43,53.21,52.97
Dery Hotashi,FMIPA,48.94,50.52,53.53
Fariz Njo,FTMD,58.31,52.42,63.25
Ananda Kevin,FMIPA,48.84,51.12,60.85
Samuel Glorya,FTTM,43.45,47.43,71.14
Rahmaesthi Patricia,FTTM,43.51,48.83,56.07
Claudia Azzahra,SF,61.32,63.89,62.1
Wahid As'cholani,FTTM,41.43,50.04,37.11
Haq Muhammad,SBM,68.25,69.49,53.61
Hafidz Azzahra,SBM,67.37,62.96,70.49
Sianturi Darmawan,FTMD,59.02,57.82,43.33
Aurick Puteri,FITB,45.87,48.58,47.86
Chandra Tharra,FTMD,58.34,55.4,71.74
Rushdain Rahayu,FTSL,32.46,35.9,76.61
Nafi Dhafin,FMIPA,50.16,58.54,57.49
Marsu Hasan,FTTM,38.46,42.24,63.4
Timothy Halim,STEI,54.61,60.52,58.25
Graciano Dwi,FITB,45.0,53.99,40.58
Reza Surya,SAPPK,47.86,54.09,72.53
Ravshan B,STEI,51.78,53.48,53.03
Febrina MUsyaffa',STEI,54.17,56.9,64.67
Salma Arya,FSRD,75.03,77.09,58.43
Naufal Dwi,SBM,67.7,63.54,59.1
Maharani Rifqi,FTMD,59.42,61.98,69.28
Aurelya Akbar,FTTM,43.52,52.27,52.48
Sri Intan,FTTM,42.08,44.61,54.99
Augustine Yoesoef,FMIPA,51.68,51.42,64.63
hermawan Akbar,FTSL,27.8,37.41,55.4
Abdullah Hanif,FTSL,37.17,45.75,77.95
Ivandito Akmal,FITB,45.05,51.14,49.07
Yunita Muzakki,FITB,44.53,46.74,52.46
Hasan Wicaksono,FSRD,95.53,96.55,67.97
Ananto Sitorus,FTMD,57.01,61.95,82.01
Muhammad Aulia,FITB,43.61,45.04,49.41
Rayhan Pondamari,SAPPK,46.55,46.63,57.16
Amya Made,FSRD,71.11,64.24,44.33
Anandya Felix,FITB,45.29,43.86,33.8
Andhika Musa,SBM,67.28,62.0,52.0
Adika Yurizka,FTTM,42.85,50.33,55.07
Rasya Wijaya,SAPPK,48.15,57.48,74.43
Erinda Khairunnisa,FSRD,71.17,73.57,70.77
Annisa Iqbal,FSRD,71.41,71.54,58.61
Achmad Fernando,SF,60.6,60.35,66.91
Anindhita Muhammad,FTTM,43.09,47.77,63.22
Razqy Amsyar,FTMD,58.72,63.69,76.83
Clara Budiman,FITB,45.44,42.47,60.72
Bagas Hilmi,FTSL,25.32,29.54,56.97
Alfito Pratama,SITHR,63.41,70.65,52.58
I Irfan,FSRD,72.73,74.35,66.18
Sirait Tabina,SAPPK,47.09,51.18,62.24
Fauzan Berutu,FTSL,34.79,42.66,62.77
Widyaningrum Safiqa,SAPPK,47.04,54.19,48.65
Muhammad Wan,SBM,65.43,67.73,50.97
Saidpudin Alvino,FTSL,27.73,30.42,50.7
Utami Ilham,SBM,66.07,67.06,60.76
Sawitri Parulian,FTMD,58.23,66.57,52.31
Bahalwan Mochammad,SF,60.83,62.74,51.64
Nugroho Karina,FSRD,71.69,72.03,80.82
Jannah Morin,FSRD,71.71,74.94,65.54
Affan Bintang,STEI,53.56,53.7,43.43
Fajar Sanjaya,FTTM,42.17,46.06,51.13
Salsabilla Samudra,FTSL,22.78,27.71,68.68
Rafsanjani Deevani,FTTM,41.83,51.67,59.27
Maria Shelby,SITHS,62.23,64.31,51.46
Afrianty Deryl,SITHR,64.72,65.09,58.36
Haryono Putri,FSRD,77.65,77.78,56.25
Vanessa Wira,FTMD,56.47,58.21,59.71
Abdillah A.P,FITB,44.89,46.72,55.14
Rizqullah Az,FTSL,35.63,40.38,63.87
R Haryosatyo,FTMD,59.21,62.05,56.12
Wijaya Calvin,FTSL,33.21,40.29,60.47
Adma Khoirunnisa,STEI,52.55,56.61,40.22
Rizky Pranata,FTTM,40.1,43.39,63.52
Putra Hasna,SBM,65.63,66.46,55.81
Putri Aurellia,FSRD,86.11,84.92,68.03
Khalfani Rizky,SITHS,62.24,64.49,61.85
Dwi Putro,SBM,67.99,69.14,47.74
Mohamad Juan,SITHR,64.39,70.46,42.66
Kevin Clarissa,FTTM,42.46,44.05,48.13
Najwa Saljan,FTTM,40.6,41.85,60.04
FAKHRIANDA Rossa,FTSL,36.72,46.03,49.52
Dimas Sitanggang,FTSL,35.73,41.35,60.42
Jordan Hatorangan,FTMD,59.12,61.57,61.69
Muhammad N,SITHR,65.1,71.23,59.61
Rahmani Hartono,FTSL,36.71,38.6,57.68
Muhammad Wahyudi,SAPPK,46.63,47.67,42.14
Nurazizah Tiarma,FTTM,43.53,52.11,62.2
Elfitra Sukmaputra,SITHR,63.78,68.87,66.34
Tampubolon Reiza,FMIPA,48.2,56.9,49.2
Jaya Tarisya,FTSL,13.86,18.95,51.11
Afif Alifiansah,FTSL,20.94,26.57,53.42
Dwi Zaki,SITHR,63.45,63.46,49.09
Pradhana Yulistyani,SF,61.08,69.61,56.44
Labibah Aqna,STEI,52.16,50.27,67.65
Atsani Odelia,FTTM,43.13,48.43,63.02
Kevin Zahrah,STEI,54.94,58.58,41.63
Muhammad Ardiwijaya,STEI,55.46,59.24,49.25
Nadilla Zida,FMIPA,51.5,49.25,51.51
Rizki Faintbright,FTSL,35.64,38.18,45.62
Hashemi Mohammad,FTTM,41.35,38.85,67.74
Nadhya Kevin,FTSL,32.76,44.24,59.21
Aulia Rizkyaldi,FITB,44.69,48.08,40.85
Syifa dharma,FSRD,74.71,71.62,57.57
Virda Afif,SF,60.99,66.94,51.28
Chairunnisa Reyhan,FTMD,56.8,57.58,45.59
Dhiandra Rusli,FMIPA,51.13,54.12,63.58
Caronica Bungas,FMIPA,48.56,53.18,69.32
Picaulima Sabrina,SBM,65.65,68.74,67.7
Darian Putri,SBM,65.24,70.22,51.63
Adelwin Dimas,SITHR,63.76,66.23,64.96
Putra P,FTMD,57.78,60.82,65.75
Cherry Alfi,FITB,46.28,48.71,65.97
Aikokita Marully,SITHR,63.73,67.39,54.89
Marsha Parikesit,FTSL,35.32,41.59,55.63
Putri Fadly,SF,60.1,60.14,57.88
Violeta Sabrina,FTTM,42.46,44.93,54.81
Yulius Rizhan,FMIPA,51.03,55.11,64.37
Alfiyyahdianti Zaky,STEI,54.57,49.35,21.41
Emerentia I,FMIPA,50.89,57.22,49.68
A. Sirait,FITB,43.93,42.74,70.14
Alfa Novita,SITHR,64.23,65.75,52.87
Madinatul Asysyifa,FTMD,57.39,66.07,62.0
Afgana Harahap,SITHS,62.56,68.0,42.8
Ryu Nurfitriani,FTMD,57.64,63.2,50.75
Ghefira Aniqa,SBM,67.78,72.73,46.3
Khaerunnisa Rajendra,FSRD,71.07,67.05,74.63
Muhammad Marsha,SBM,66.26,73.61,66.49
Rania Pramesti,SITHS,61.6,68.44,58.6
Ilham Rumondang,FITB,44.84,47.17,56.57
Bianca Syabina,SBM,68.64,71.22,53.43
Amalia Ghaitsa,FMIPA,49.56,49.28,52.8
Raul Indriani,STEI,55.77,54.06,55.39
Gabryella Faiz,FSRD,80.43,83.77,70.78
Marahaini Alya,STEI,52.48,49.19,51.55
Irsyad Hendarto,FTSL,34.84,40.42,58.69
Ruzty Ardella,SBM,65.95,69.75,42.71
zeke Kelvin,FTSL,26.92,32.25,68.66
Steven Pristiwanti,FTMD,56.38,59.48,68.14
Cyrilla Rio,FTTM,40.03,42.02,57.96
Antami Meisya,STEI,53.48,54.16,53.28
Hertza Pramudita,SITHR,63.57,66.0,70.03
Eqtada Prasetyo,FITB,46.23,47.25,52.55
Agung Farrel,FITB,45.64,44.71,69.05
Adisty Maha,STEI,54.47,51.37,59.08
M Sembiring,FMIPA,51.58,51.89,39.75
Muhammad Ardelia,FMIPA,48.84,52.39,79.12
Nurul Bani,SAPPK,47.69,49.49,67.14
Vieri Rinjani,FTSL,20.2,26.65,54.06
Hijran pahlevi,FTTM,39.38,41.99,68.62
Fauzi Egieara,FTMD,58.31,60.72,67.67
Leksono Dharmasaputra,FMIPA,49.44,54.93,59.37
Esteria Raisha,FTSL,34.82,42.43,60.51
Ratu Hamzah,FTSL,21.58,25.44,38.72
Yordan Muhammad,SBM,68.99,72.74,57.7
Vieriawan Al-Faaris,FTTM,42.39,45.39,61.75
Kirana Hendrianto,FITB,45.4,48.58,50.25
Makarim Nafis,FMIPA,48.3,53.85,42.39
Muhammad Angel,FTTM,41.71,40.64,41.05
Tanurahardja Rafi,FTMD,58.93,61.0,63.97
Salwa Ibrahim,STEI,55.04,58.89,60.81
Adji Amin,SAPPK,46.86,45.12,64.91
Aulia Lutfiah,SITHR,64.21,68.38,61.96
Maharani Jovinka,FSRD,76.53,76.46,72.75
Pristiwanti Tiana,FTTM,41.42,46.45,55.46
Lauren Nathanael,FTMD,57.12,57.54,71.97
Ahmad Prayoga,FTMD,56.45,57.77,47.17
Aqila Prasetio,FSRD,75.64,72.14,67.7
Aqilah Nadira,FTMD,56.74,61.76,47.16
Setiawan Muhammad,FMIPA,51.53,56.84,53.82
Bachtiar Firdauz,FSRD,75.65,75.99,49.5
Indrapati Fathimah,STEI,54.81,55.43,54.2
Musyaffa Nyoman,FTSL,35.21,39.45,54.74
Allaam Silvia,FTSL,32.77,40.97,67.84
Putri R,FMIPA,51.35,58.5,73.12
Peterson Muhammad,STEI,51.86,47.15,66.7
Kurniawan Rahmaesthi,STEI,54.23,52.0,62.29
Zaydan Giovani,FTMD,57.85,65.46,44.87
Judith Ismail,FITB,43.95,51.69,47.79
Zaidan Suryantoro,STEI,55.84,57.79,64.9
Afina U.,SAPPK,47.31,53.47,44.6
Christie Putri,FTTM,39.44,42.09,61.26
Retno Adhari,SITHS,62.27,60.21,57.95
Khalisa Pirma,FTTM,42.57,40.05,64.67
Surjadi Fadhlurrahman,STEI,53.04,60.19,58.16
Firyal Alamsyah,SBM,66.17,67.03,77.39
Faizah Niman,FTSL,36.92,41.13,55.74
Septiana Alsya,SITHS,61.64,62.73,50.47
Meilani Adliya,SAPPK,48.15,52.58,50.31
Faizah Cahyadi,FTTM,38.63,41.62,54.81
Aulya Fadil,STEI,52.34,57.24,71.76
Yunita Sekar,FMIPA,48.47,54.07,65.51
Rosadi Abrarianda,FSRD,82.55,84.8,60.92
RAfy Aidah,FTTM,40.37,41.51,50.63
Hasanah Khairunnisa,FSRD,70.46,70.77,50.77
Maharani Adinda,FTSL,31.14,37.79,58.4
Farend Rakhmad,SBM,65.54,67.17,48.18
Fadhilatunnisa Ari,FTSL,35.85,40.55,59.35
Athallah Rif'atunnisaa,FTSL,25.99,35.3,52.56
R Muhammad,FTMD,56.69,57.01,58.66
Dharma Eka,SBM,65.94,63.34,49.66
Gadmandasa Maula,FTTM,43.48,47.66,60.72
Hamidi Muhammad,FTSL,37.66,45.24,43.68
Putri Salsa,FTMD,57.79,61.53,60.2
Fathin Rayhan,FSRD,70.52,70.01,60.11
Christopher Tubagus,FITB,46.11,50.63,53.17
Dhiya Wafa,SBM,68.89,76.51,85.73
Anzet Jesca,STEI,54.33,57.62,47.63
Narendra Al,FMIPA,48.46,55.49,74.73
asyam Adikara,FMIPA,51.36,47.95,36.79
Nicolaas Subekti,FSRD,72.51,74.19,53.63
Maria Kamila,FITB,46.06,51.95,59.81
Ega Ikmal,FTMD,57.81,58.14,53.09
Mico Felix,FMIPA,50.44,61.59,56.07
Aurora Tanzali,FMIPA,49.55,53.23,50.76
Rifanda Panjikusumo,FTSL,35.14,42.08,37.41
Felicia Putri,FTTM,42.51,53.13,57.89
Restu Akbar,FTSL,37.54,40.33,44.68
Ammarzia Shevina,STEI,52.31,60.32,49.13
Sebastian A'an,FTSL,32.58,36.92,68.15
Kaira Audrey,FMIPA,50.69,54.67,57.79
Asyafa Christanto,FTTM,39.41,41.33,60.15
Najla Citra,SBM,65.55,69.05,68.55
Kurniawan Saraswati,FMIPA,50.49,52.87,70.2
Ghifari muhamad,STEI,52.46,51.4,67.04
Aziza Ryoma,FITB,44.58,44.78,80.29
Arighi Abimanyu,SAPPK,48.18,54.68,46.71
alicia Al,SBM,65.86,70.95,73.39
Dini Fadhil,SF,61.41,60.19,66.59
Primanda Nathanael,SITHR,64.29,65.33,56.63
Robert Adelia,SBM,67.97,68.6,52.84
KRISNA Maulida,FTTM,38.48,44.5,43.39
Gibran Imam,FSRD,72.79,73.43,61.22
Pratama Wicaksono,SF,60.04,58.79,57.58
Trracy Septiansyah,FMIPA,51.33,51.27,58.95
Rasyid Tanoto,STEI,52.38,52.73,77.26
Livanrio Iraqee,SF,60.94,65.66,45.6
Jonathan Puspita,FSRD,73.26,73.2,63.35
Gregorius Wahyuni,FSRD,73.2,71.63,51.3
Gofriani Gelora,FMIPA,50.59,52.03,50.02
Alexander Vigiliant,FTTM,38.07,42.79,56.77
Ainun Pedro,SBM,66.59,66.32,56.46
Naura Amanda,FSRD,69.72,70.43,70.33
Putri Isnanda,FTSL,17.19,16.54,64.96
Ayuningtyas Nardyawan,FTTM,43.51,46.51,59.59
Lumbanraja Audreysha,FTTM,42.94,46.36,53.35
Fathiya Fernanda,FTMD,56.69,59.35,68.34
Baihaqi Dicky,FTSL,34.82,39.44,72.85
Naufal Yuwinda,SBM,68.28,69.69,43.53
Nabila Soulivea,SAPPK,47.41,49.22,52.06
Sekar Putri,FTTM,41.89,41.75,65.34
Lee Alexander,STEI,52.97,58.95,59.5
Fahma Made,FTSL,33.78,38.28,62.23
Nur Khairunnisa,FMIPA,48.8,56.44,72.52
Andiputra Haidar,SITHR,63.98,69.71,55.44
Mubarokkhan ASWIN,FTTM,40.99,43.66,61.7
Nasri Sandriana,STEI,54.86,52.83,51.91
Stania Alifia,SBM,66.06,67.21,50.83
Khansa Fattah,FITB,43.78,44.88,49.49
Luthfia SADAAD,SITHR,63.49,63.63,48.96
Angeli Muhammad,SAPPK,47.71,50.44,52.53
Muhammad Christopher,FTSL,37.45,40.24,61.29
Tsaniya Elynda,FITB,44.57,49.33,75.99
Kezia Satriandana,FTSL,37.6,44.84,50.85
Indira Alifia,FTTM,42.41,46.52,48.84
Avaryl Wardhana,FITB,45.86,48.93,48.3
Ghifari H,SITHS,62.52,64.9,53.75
Elkana Yohannes,FMIPA,48.74,53.96,55.33
Putri Ramdhani,STEI,54.11,61.42,46.27
Purnama Diana,FTSL,37.63,40.64,65.13
Putri Bunga,FTSL,36.49,38.24,48.52
Puspita Nathania,FSRD,72.92,76.99,52.39
Rizka Muhammad,FTMD,56.88,59.51,59.7
Nathanael Hana,SBM,66.7,70.61,44.75
Satria Prayoga,FSRD,71.06,71.89,66.08
A Ardella,FMIPA,51.06,59.69,69.94
Dandi Gracia,FMIPA,50.61,58.58,68.75
Afrizal Maulida,FMIPA,49.08,54.46,53.13
Chrespo Vigiliant,FTTM,40.1,40.69,54.49
Ahmad Diba,FTSL,34.89,43.34,67.36
Tampubolon Putra,SBM,67.47,68.99,49.58
Andrafathi Rahma,FTMD,56.24,60.11,56.47
Putu Cut,FTMD,59.8,63.6,49.27
Renata Alighonyu,FMIPA,49.64,53.12,48.6
Putri Maureen,FMIPA,50.32,59.02,68.72
Prawira Athallah,FTSL,35.56,42.98,57.18
Khoirunnisa' Karin,SITHR,65.11,71.2,60.7
Setiyanto Gilang,FMIPA,49.3,53.43,46.37
Khairunnisa Fashla,FTSL,33.08,41.37,44.16
Syifa Alima,STEI,52.23,55.73,53.7
Rahmanty Yohanes,FTMD,56.29,61.05,61.21
Fiona Muhammad,SF,60.2,62.03,67.65
Khafillah Hasian,STEI,52.78,54.8,45.2
Putri Queeny,FTTM,43.59,45.45,37.37
Naufal Saudagar,SBM,66.89,71.09,60.77
Eko Satria,FMIPA,48.28,55.28,68.75
Gabrielle Krisda,STEI,54.21,53.02,51.65
Melis Azzahra,FMIPA,49.5,54.5,51.58
Yasmine Yusuf,STEI,55.93,56.95,54.56
